State,Weather,Budget Level,Budget (INR),Transportation Options,Food,Hotels,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights
Manipur,Rainy,Medium,7150,"Bus: 912 INR, Train: 1711 INR",Local Cuisine: 721 INR per day,3-star: 3152 INR per night,"Loktak Lake, Kangla Fort",River Rafting,High,4.1/5,Winter,Manipuri,Moderately Safe,Yes,Local Traditions
Assam,Chilly,Medium,44475,"Car Rental: 2897 INR, Flight: 4582 INR, Bus: 331 INR",Local Cuisine: 1900 INR per day,3-star: 2175 INR per night,"Kaziranga National Park, Majuli Island","Trekking, River Rafting, Wildlife Safari",Moderate,3.7/5,Summer,Assamese,Moderately Safe,Yes,Festival
Tripura,Chilly,High,36704,"Train: 683 INR, Car Rental: 2217 INR, Bus: 578 INR, Flight: 5606 INR",Local Cuisine: 693 INR per day,Homestay: 1100 INR per night,"Neermahal, Ujjayanta Palace",Trekking,High,4.6/5,Winter,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Art Exhibitions
Tripura,Pleasant,Low,31582,"Car Rental: 1860 INR, Bus: 740 INR, Train: 1621 INR",Local Cuisine: 1801 INR per day,Homestay: 3430 INR per night,"Ujjayanta Palace, Neermahal","Wildlife Safari, Boating",Low,4.0/5,Winter,"Bengali, Kokborok",Very Safe,Yes,Festival
Meghalaya,Sunny,Medium,9730,"Train: 1524 INR, Flight: 5040 INR, Car Rental: 1824 INR, Bus: 473 INR",Local Cuisine: 1292 INR per day,3-star: 1562 INR per night,"Living Root Bridges, Cherrapunji","Cultural Tours, Wildlife Safari, Boating",High,3.8/5,Winter,"Khasi, Garo",Safe for Solo Travelers,Yes,Local Traditions
Manipur,Rainy,Medium,33301,"Flight: 5423 INR, Train: 1599 INR, Car Rental: 2466 INR",Local Cuisine: 1898 INR per day,Homestay: 3598 INR per night,"Loktak Lake, Kangla Fort","River Rafting, Cultural Tours",High,4.8/5,Winter,Manipuri,Moderately Safe,Yes,Festival
Mizoram,Chilly,High,12160,"Car Rental: 2101 INR, Bus: 548 INR",Local Cuisine: 760 INR per day,3-star: 3173 INR per night,"Phawngpui National Park, Vantawng Falls","River Rafting, Trekking",Low,4.4/5,Monsoon,Mizo,Safe for Solo Travelers,No,Local Traditions
Arunachal Pradesh,Sunny,High,34292,"Flight: 4869 INR, Train: 1805 INR, Car Rental: 1769 INR, Bus: 979 INR",Local Cuisine: 1512 INR per day,Luxury Resort: 2961 INR per night,"Tawang Monastery, Ziro Valley",Cultural Tours,High,4.0/5,Summer,"Hindi, English",Safe for Solo Travelers,No,Local Traditions
Tripura,Pleasant,Low,27823,"Train: 850 INR, Car Rental: 1747 INR, Bus: 953 INR",Local Cuisine: 1337 INR per day,Luxury Resort: 4942 INR per night,"Neermahal, Ujjayanta Palace",Boating,Low,4.7/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,No,Art Exhibitions
Nagaland,Rainy,Low,32972,"Flight: 5664 INR, Bus: 860 INR, Car Rental: 2503 INR, Train: 792 INR",Local Cuisine: 1881 INR per day,Luxury Resort: 2113 INR per night,"Kohima War Cemetery, Dzükou Valley","Trekking, Cultural Tours, Boating",Low,4.6/5,Winter,"English, Nagamese",Moderately Safe,No,Festival
Tripura,Pleasant,Medium,27205,"Car Rental: 1923 INR, Train: 1154 INR, Flight: 6866 INR",Local Cuisine: 641 INR per day,Luxury Resort: 2754 INR per night,"Neermahal, Ujjayanta Palace","Boating, River Rafting, Wildlife Safari",Low,4.0/5,Summer,"Bengali, Kokborok",Moderately Safe,No,Local Traditions
Mizoram,Pleasant,Medium,5806,"Car Rental: 2903 INR, Flight: 3168 INR",Local Cuisine: 514 INR per day,Luxury Resort: 4078 INR per night,"Vantawng Falls, Phawngpui National Park","River Rafting, Wildlife Safari, Boating",Moderate,3.7/5,Summer,Mizo,Moderately Safe,No,Art Exhibitions
Arunachal Pradesh,Pleasant,High,40012,"Car Rental: 2434 INR, Flight: 5947 INR, Train: 587 INR",Local Cuisine: 569 INR per day,Homestay: 2850 INR per night,"Ziro Valley, Tawang Monastery","Trekking, Boating",High,4.4/5,Monsoon,"Hindi, English",Moderately Safe,Yes,Festival
Arunachal Pradesh,Pleasant,Low,8039,"Bus: 342 INR, Car Rental: 2806 INR",Local Cuisine: 768 INR per day,3-star: 2538 INR per night,"Tawang Monastery, Ziro Valley","Boating, River Rafting, Trekking",High,4.7/5,Summer,"Hindi, English",Very Safe,Yes,Festival
Assam,Pleasant,Medium,10554,"Bus: 535 INR, Train: 516 INR",Local Cuisine: 1128 INR per day,Homestay: 4381 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, Boating, Wildlife Safari",Moderate,4.8/5,Monsoon,Assamese,Safe for Solo Travelers,No,Art Exhibitions
Tripura,Pleasant,High,49973,"Car Rental: 1087 INR, Bus: 576 INR, Train: 534 INR",Local Cuisine: 712 INR per day,3-star: 1671 INR per night,"Neermahal, Ujjayanta Palace","Wildlife Safari, River Rafting, Boating",Moderate,3.5/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Festival
Tripura,Rainy,Low,31017,"Bus: 406 INR, Flight: 5883 INR",Local Cuisine: 1441 INR per day,3-star: 3647 INR per night,"Neermahal, Ujjayanta Palace","River Rafting, Wildlife Safari, Trekking",High,4.9/5,Winter,"Bengali, Kokborok",Moderately Safe,Yes,Local Traditions
Meghalaya,Chilly,Medium,12039,"Flight: 5424 INR, Bus: 225 INR, Car Rental: 1521 INR, Train: 1592 INR",Local Cuisine: 1402 INR per day,3-star: 3845 INR per night,"Cherrapunji, Living Root Bridges","Boating, Cultural Tours, Wildlife Safari",High,3.7/5,Monsoon,"Khasi, Garo",Moderately Safe,Yes,Local Traditions
Nagaland,Chilly,Medium,19639,"Car Rental: 2167 INR, Flight: 6647 INR, Train: 1655 INR, Bus: 966 INR",Local Cuisine: 1330 INR per day,Homestay: 4681 INR per night,"Dzükou Valley, Kohima War Cemetery","Wildlife Safari, Boating, Trekking",High,4.9/5,Summer,"English, Nagamese",Safe for Solo Travelers,Yes,Festival
Meghalaya,Pleasant,Low,39577,"Car Rental: 2235 INR, Flight: 6700 INR, Train: 1641 INR, Bus: 295 INR",Local Cuisine: 1724 INR per day,Homestay: 2172 INR per night,"Cherrapunji, Living Root Bridges",Trekking,Moderate,3.6/5,Winter,"Khasi, Garo",Moderately Safe,No,Local Traditions
Assam,Chilly,Medium,23155,"Car Rental: 1999 INR, Flight: 3320 INR, Bus: 678 INR",Local Cuisine: 1227 INR per day,Homestay: 4299 INR per night,"Kaziranga National Park, Majuli Island","Trekking, Cultural Tours, River Rafting",Low,4.5/5,Winter,Assamese,Safe for Solo Travelers,Yes,Art Exhibitions
Assam,Pleasant,High,16209,"Bus: 731 INR, Train: 1274 INR, Car Rental: 2071 INR, Flight: 4144 INR",Local Cuisine: 1506 INR per day,3-star: 3230 INR per night,"Kaziranga National Park, Majuli Island","Trekking, Cultural Tours",Moderate,4.6/5,Winter,Assamese,Very Safe,No,Local Traditions
Meghalaya,Chilly,Low,14043,"Train: 1058 INR, Car Rental: 2362 INR",Local Cuisine: 1604 INR per day,Homestay: 2137 INR per night,"Living Root Bridges, Cherrapunji","Trekking, Boating",High,4.0/5,Monsoon,"Khasi, Garo",Very Safe,Yes,Art Exhibitions
Nagaland,Chilly,Low,19307,"Bus: 764 INR, Flight: 4533 INR",Local Cuisine: 595 INR per day,Homestay: 4435 INR per night,"Kohima War Cemetery, Dzükou Valley","River Rafting, Wildlife Safari",Low,3.6/5,Winter,"English, Nagamese",Moderately Safe,No,Festival
Meghalaya,Chilly,High,43611,"Flight: 3967 INR, Car Rental: 2167 INR, Bus: 204 INR",Local Cuisine: 1290 INR per day,3-star: 1111 INR per night,"Cherrapunji, Living Root Bridges","Boating, River Rafting",Moderate,4.5/5,Summer,"Khasi, Garo",Moderately Safe,Yes,Local Traditions
Nagaland,Rainy,Low,31618,"Bus: 365 INR, Train: 598 INR, Flight: 5208 INR",Local Cuisine: 995 INR per day,Homestay: 3065 INR per night,"Dzükou Valley, Kohima War Cemetery",River Rafting,Low,4.7/5,Winter,"English, Nagamese",Moderately Safe,Yes,Festival
Assam,Pleasant,Medium,48912,"Bus: 391 INR, Train: 651 INR",Local Cuisine: 1865 INR per day,Luxury Resort: 4065 INR per night,"Majuli Island, Kaziranga National Park","Trekking, Wildlife Safari",Moderate,3.8/5,Monsoon,Assamese,Very Safe,No,Art Exhibitions
Tripura,Chilly,High,35456,"Car Rental: 1529 INR, Bus: 561 INR, Flight: 6488 INR, Train: 972 INR",Local Cuisine: 1100 INR per day,Luxury Resort: 1507 INR per night,"Ujjayanta Palace, Neermahal",Trekking,High,3.5/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,No,Art Exhibitions
Meghalaya,Pleasant,High,36155,"Train: 826 INR, Car Rental: 1690 INR",Local Cuisine: 1369 INR per day,3-star: 2437 INR per night,"Living Root Bridges, Cherrapunji","Wildlife Safari, Trekking",High,4.3/5,Monsoon,"Khasi, Garo",Very Safe,Yes,Festival
Mizoram,Sunny,Medium,37350,"Train: 1260 INR, Bus: 609 INR, Car Rental: 1171 INR, Flight: 3655 INR",Local Cuisine: 973 INR per day,Homestay: 3007 INR per night,"Phawngpui National Park, Vantawng Falls","Wildlife Safari, Trekking, River Rafting",High,4.4/5,Summer,Mizo,Moderately Safe,Yes,Festival
Tripura,Sunny,Medium,36079,"Flight: 4988 INR, Car Rental: 2583 INR, Bus: 793 INR",Local Cuisine: 1622 INR per day,Luxury Resort: 2895 INR per night,"Neermahal, Ujjayanta Palace","River Rafting, Cultural Tours, Wildlife Safari",Moderate,3.7/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,No,Art Exhibitions
Assam,Rainy,Low,38294,"Train: 1669 INR, Car Rental: 1328 INR",Local Cuisine: 1129 INR per day,3-star: 2495 INR per night,"Majuli Island, Kaziranga National Park","Trekking, River Rafting",Moderate,4.4/5,Monsoon,Assamese,Safe for Solo Travelers,Yes,Festival
Arunachal Pradesh,Rainy,High,18693,"Bus: 744 INR, Flight: 3586 INR",Local Cuisine: 852 INR per day,Luxury Resort: 3460 INR per night,"Tawang Monastery, Ziro Valley",Cultural Tours,Moderate,4.0/5,Monsoon,"Hindi, English",Safe for Solo Travelers,No,Festival
Mizoram,Rainy,Medium,28554,"Bus: 781 INR, Flight: 6800 INR, Car Rental: 2689 INR",Local Cuisine: 1067 INR per day,Luxury Resort: 1054 INR per night,"Vantawng Falls, Phawngpui National Park","Trekking, Wildlife Safari, Boating",Low,4.4/5,Winter,Mizo,Safe for Solo Travelers,Yes,Art Exhibitions
Assam,Chilly,Low,41443,"Bus: 563 INR, Car Rental: 1532 INR, Train: 1110 INR",Local Cuisine: 1630 INR per day,Luxury Resort: 2851 INR per night,"Majuli Island, Kaziranga National Park",Boating,High,4.6/5,Summer,Assamese,Moderately Safe,Yes,Local Traditions
Meghalaya,Rainy,Medium,28642,"Flight: 3045 INR, Car Rental: 1772 INR, Bus: 267 INR",Local Cuisine: 1735 INR per day,Luxury Resort: 3073 INR per night,"Cherrapunji, Living Root Bridges","Wildlife Safari, River Rafting",Moderate,5.0/5,Monsoon,"Khasi, Garo",Very Safe,No,Art Exhibitions
Meghalaya,Pleasant,Medium,38065,"Train: 1363 INR, Flight: 6322 INR",Local Cuisine: 546 INR per day,3-star: 2503 INR per night,"Living Root Bridges, Cherrapunji","River Rafting, Boating, Trekking",High,3.7/5,Monsoon,"Khasi, Garo",Moderately Safe,No,Festival
Nagaland,Pleasant,Low,8285,"Train: 1628 INR, Flight: 5220 INR, Car Rental: 2514 INR",Local Cuisine: 1801 INR per day,3-star: 2830 INR per night,"Kohima War Cemetery, Dzükou Valley","Boating, Cultural Tours",Moderate,4.5/5,Summer,"English, Nagamese",Moderately Safe,Yes,Festival
Manipur,Sunny,High,11152,"Flight: 5150 INR, Bus: 990 INR, Train: 1935 INR, Car Rental: 1810 INR",Local Cuisine: 1830 INR per day,Luxury Resort: 4264 INR per night,"Kangla Fort, Loktak Lake",Cultural Tours,Low,4.3/5,Monsoon,Manipuri,Moderately Safe,No,Local Traditions
Tripura,Sunny,Medium,22774,"Flight: 6025 INR, Train: 1322 INR, Bus: 623 INR, Car Rental: 1225 INR",Local Cuisine: 638 INR per day,Homestay: 3846 INR per night,"Ujjayanta Palace, Neermahal","Trekking, Wildlife Safari, Boating",Moderate,4.0/5,Winter,"Bengali, Kokborok",Moderately Safe,No,Local Traditions
Tripura,Rainy,Medium,23382,"Flight: 7000 INR, Bus: 787 INR, Car Rental: 1090 INR, Train: 1389 INR",Local Cuisine: 733 INR per day,3-star: 2207 INR per night,"Ujjayanta Palace, Neermahal","Wildlife Safari, River Rafting, Boating",Moderate,4.9/5,Summer,"Bengali, Kokborok",Moderately Safe,No,Art Exhibitions
Tripura,Sunny,High,31728,"Flight: 3350 INR, Train: 1982 INR, Bus: 646 INR",Local Cuisine: 568 INR per day,Homestay: 2054 INR per night,"Ujjayanta Palace, Neermahal","Cultural Tours, Trekking, River Rafting",Low,4.2/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,No,Art Exhibitions
Meghalaya,Sunny,Medium,48056,"Bus: 663 INR, Car Rental: 2564 INR",Local Cuisine: 1368 INR per day,3-star: 2617 INR per night,"Living Root Bridges, Cherrapunji","Wildlife Safari, Trekking, Boating",Moderate,4.2/5,Summer,"Khasi, Garo",Very Safe,No,Art Exhibitions
Tripura,Chilly,High,38818,"Car Rental: 1029 INR, Flight: 5998 INR",Local Cuisine: 950 INR per day,3-star: 4572 INR per night,"Ujjayanta Palace, Neermahal",Trekking,Moderate,4.4/5,Summer,"Bengali, Kokborok",Moderately Safe,No,Local Traditions
Assam,Pleasant,Low,11633,"Bus: 913 INR, Train: 1056 INR, Flight: 5917 INR, Car Rental: 1292 INR",Local Cuisine: 1069 INR per day,Luxury Resort: 4000 INR per night,"Kaziranga National Park, Majuli Island","Trekking, River Rafting, Wildlife Safari",High,3.8/5,Summer,Assamese,Safe for Solo Travelers,Yes,Art Exhibitions
Meghalaya,Pleasant,Low,18239,"Train: 1915 INR, Bus: 367 INR, Car Rental: 1234 INR",Local Cuisine: 525 INR per day,Homestay: 1678 INR per night,"Living Root Bridges, Cherrapunji",Trekking,Low,4.2/5,Monsoon,"Khasi, Garo",Moderately Safe,No,Festival
Manipur,Rainy,High,14075,"Train: 1538 INR, Flight: 5297 INR, Car Rental: 2511 INR",Local Cuisine: 1926 INR per day,Homestay: 1977 INR per night,"Loktak Lake, Kangla Fort",Boating,Moderate,4.5/5,Monsoon,Manipuri,Moderately Safe,Yes,Art Exhibitions
Meghalaya,Rainy,Medium,23340,"Bus: 882 INR, Train: 832 INR",Local Cuisine: 1631 INR per day,Luxury Resort: 1534 INR per night,"Living Root Bridges, Cherrapunji","Boating, Trekking",Moderate,3.9/5,Monsoon,"Khasi, Garo",Very Safe,No,Festival
Tripura,Pleasant,Medium,23188,"Car Rental: 2990 INR, Bus: 364 INR",Local Cuisine: 707 INR per day,Luxury Resort: 4983 INR per night,"Ujjayanta Palace, Neermahal",River Rafting,Low,3.9/5,Winter,"Bengali, Kokborok",Moderately Safe,Yes,Local Traditions
Arunachal Pradesh,Pleasant,High,7475,"Flight: 3329 INR, Car Rental: 1987 INR, Bus: 378 INR",Local Cuisine: 1358 INR per day,Homestay: 3010 INR per night,"Ziro Valley, Tawang Monastery","Boating, Cultural Tours, River Rafting",Low,4.9/5,Winter,"Hindi, English",Very Safe,Yes,Local Traditions
Manipur,Pleasant,High,43208,"Flight: 6244 INR, Train: 1760 INR, Car Rental: 2714 INR, Bus: 392 INR",Local Cuisine: 1753 INR per day,Homestay: 2019 INR per night,"Loktak Lake, Kangla Fort","Wildlife Safari, Boating",Low,4.1/5,Summer,Manipuri,Safe for Solo Travelers,Yes,Local Traditions
Manipur,Rainy,Medium,21382,"Bus: 553 INR, Flight: 3788 INR, Train: 1613 INR, Car Rental: 2645 INR",Local Cuisine: 1054 INR per day,Homestay: 2741 INR per night,"Kangla Fort, Loktak Lake","Cultural Tours, Boating",Moderate,3.9/5,Winter,Manipuri,Very Safe,Yes,Art Exhibitions
Arunachal Pradesh,Rainy,Low,17027,"Train: 1566 INR, Flight: 4763 INR, Car Rental: 2407 INR",Local Cuisine: 875 INR per day,Homestay: 4526 INR per night,"Ziro Valley, Tawang Monastery",Wildlife Safari,High,4.6/5,Summer,"Hindi, English",Safe for Solo Travelers,Yes,Art Exhibitions
Arunachal Pradesh,Rainy,Medium,46151,"Car Rental: 1074 INR, Flight: 3154 INR, Bus: 669 INR",Local Cuisine: 1264 INR per day,Homestay: 4839 INR per night,"Ziro Valley, Tawang Monastery",Trekking,High,3.6/5,Monsoon,"Hindi, English",Safe for Solo Travelers,No,Local Traditions
Manipur,Rainy,High,13571,"Bus: 231 INR, Flight: 5833 INR, Train: 1467 INR",Local Cuisine: 658 INR per day,Homestay: 2973 INR per night,"Loktak Lake, Kangla Fort",River Rafting,High,4.8/5,Winter,Manipuri,Very Safe,No,Art Exhibitions
Tripura,Pleasant,Low,21300,"Train: 1506 INR, Flight: 4377 INR",Local Cuisine: 1602 INR per day,Homestay: 1076 INR per night,"Ujjayanta Palace, Neermahal",River Rafting,High,4.7/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Local Traditions
Nagaland,Pleasant,Medium,31161,"Bus: 975 INR, Car Rental: 2590 INR, Flight: 4700 INR",Local Cuisine: 1271 INR per day,Homestay: 2469 INR per night,"Kohima War Cemetery, Dzükou Valley",Cultural Tours,High,3.5/5,Monsoon,"English, Nagamese",Safe for Solo Travelers,Yes,Local Traditions
Manipur,Chilly,Medium,25067,"Bus: 323 INR, Train: 1285 INR",Local Cuisine: 958 INR per day,3-star: 1884 INR per night,"Loktak Lake, Kangla Fort","River Rafting, Trekking, Boating",Low,4.4/5,Winter,Manipuri,Safe for Solo Travelers,Yes,Art Exhibitions
Meghalaya,Sunny,Low,28023,"Flight: 4265 INR, Train: 1014 INR, Bus: 253 INR",Local Cuisine: 1149 INR per day,3-star: 3310 INR per night,"Cherrapunji, Living Root Bridges",Cultural Tours,Low,4.4/5,Winter,"Khasi, Garo",Safe for Solo Travelers,No,Art Exhibitions
Arunachal Pradesh,Sunny,Medium,7268,"Flight: 5687 INR, Car Rental: 1706 INR",Local Cuisine: 1399 INR per day,3-star: 4881 INR per night,"Ziro Valley, Tawang Monastery",River Rafting,High,4.2/5,Monsoon,"Hindi, English",Safe for Solo Travelers,No,Local Traditions
Arunachal Pradesh,Pleasant,Low,22223,"Bus: 754 INR, Train: 1506 INR",Local Cuisine: 1704 INR per day,3-star: 1923 INR per night,"Tawang Monastery, Ziro Valley","Wildlife Safari, Trekking, Cultural Tours",Low,4.5/5,Winter,"Hindi, English",Moderately Safe,Yes,Local Traditions
Tripura,Sunny,High,49762,"Train: 1190 INR, Bus: 250 INR",Local Cuisine: 1819 INR per day,3-star: 1419 INR per night,"Neermahal, Ujjayanta Palace","Cultural Tours, Trekking",Moderate,3.8/5,Winter,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Local Traditions
Tripura,Pleasant,High,49122,"Car Rental: 1881 INR, Flight: 5849 INR, Bus: 248 INR",Local Cuisine: 1370 INR per day,Luxury Resort: 3617 INR per night,"Ujjayanta Palace, Neermahal","River Rafting, Cultural Tours",Moderate,3.7/5,Monsoon,"Bengali, Kokborok",Very Safe,Yes,Art Exhibitions
Nagaland,Rainy,Medium,46947,"Car Rental: 1298 INR, Bus: 261 INR, Train: 686 INR",Local Cuisine: 1384 INR per day,3-star: 2399 INR per night,"Dzükou Valley, Kohima War Cemetery","River Rafting, Cultural Tours, Trekking",Moderate,4.3/5,Summer,"English, Nagamese",Very Safe,Yes,Local Traditions
Manipur,Pleasant,High,16112,"Flight: 5469 INR, Bus: 856 INR, Car Rental: 2527 INR, Train: 1493 INR",Local Cuisine: 1521 INR per day,3-star: 2617 INR per night,"Loktak Lake, Kangla Fort",Boating,Moderate,4.1/5,Winter,Manipuri,Safe for Solo Travelers,No,Art Exhibitions
Mizoram,Chilly,High,24847,"Flight: 3295 INR, Train: 767 INR, Car Rental: 1846 INR, Bus: 218 INR",Local Cuisine: 1717 INR per day,Luxury Resort: 3454 INR per night,"Vantawng Falls, Phawngpui National Park","Wildlife Safari, Boating",Moderate,4.4/5,Monsoon,Mizo,Moderately Safe,Yes,Art Exhibitions
Tripura,Chilly,Low,35352,"Car Rental: 1469 INR, Bus: 390 INR, Train: 1886 INR",Local Cuisine: 1464 INR per day,Luxury Resort: 4895 INR per night,"Neermahal, Ujjayanta Palace",Trekking,Low,4.8/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Art Exhibitions
Mizoram,Chilly,Medium,41269,"Car Rental: 2559 INR, Bus: 334 INR",Local Cuisine: 1964 INR per day,3-star: 3152 INR per night,"Vantawng Falls, Phawngpui National Park","Trekking, Cultural Tours",Moderate,4.9/5,Monsoon,Mizo,Moderately Safe,Yes,Art Exhibitions
Nagaland,Chilly,Medium,48036,"Bus: 504 INR, Car Rental: 2832 INR, Train: 1220 INR",Local Cuisine: 693 INR per day,Luxury Resort: 4990 INR per night,"Dzükou Valley, Kohima War Cemetery","River Rafting, Trekking",High,4.7/5,Monsoon,"English, Nagamese",Moderately Safe,No,Local Traditions
Tripura,Rainy,Low,39804,"Bus: 634 INR, Train: 1998 INR",Local Cuisine: 660 INR per day,3-star: 3890 INR per night,"Ujjayanta Palace, Neermahal","Cultural Tours, Boating",Low,4.1/5,Winter,"Bengali, Kokborok",Safe for Solo Travelers,No,Festival
Arunachal Pradesh,Rainy,High,36336,"Bus: 429 INR, Train: 1375 INR",Local Cuisine: 1272 INR per day,3-star: 4394 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Wildlife Safari",Low,4.9/5,Monsoon,"Hindi, English",Moderately Safe,Yes,Art Exhibitions
Meghalaya,Rainy,High,44477,"Flight: 6020 INR, Bus: 998 INR",Local Cuisine: 1244 INR per day,Homestay: 1084 INR per night,"Cherrapunji, Living Root Bridges","River Rafting, Trekking, Cultural Tours",Low,4.4/5,Summer,"Khasi, Garo",Very Safe,Yes,Art Exhibitions
Nagaland,Chilly,Medium,22017,"Train: 1375 INR, Car Rental: 2305 INR, Bus: 870 INR",Local Cuisine: 1534 INR per day,3-star: 4747 INR per night,"Dzükou Valley, Kohima War Cemetery","River Rafting, Cultural Tours, Trekking",High,3.9/5,Summer,"English, Nagamese",Very Safe,No,Festival
Meghalaya,Sunny,Low,33850,"Car Rental: 2317 INR, Bus: 436 INR, Train: 1345 INR",Local Cuisine: 1345 INR per day,Luxury Resort: 4712 INR per night,"Cherrapunji, Living Root Bridges","Wildlife Safari, Cultural Tours, Trekking",High,4.0/5,Monsoon,"Khasi, Garo",Very Safe,Yes,Festival
Manipur,Pleasant,Medium,8822,"Flight: 5677 INR, Bus: 540 INR",Local Cuisine: 1827 INR per day,Luxury Resort: 4838 INR per night,"Loktak Lake, Kangla Fort",River Rafting,Moderate,4.7/5,Summer,Manipuri,Safe for Solo Travelers,Yes,Art Exhibitions
Nagaland,Sunny,Low,5945,"Flight: 3999 INR, Bus: 851 INR, Car Rental: 1508 INR, Train: 995 INR",Local Cuisine: 935 INR per day,Homestay: 4230 INR per night,"Dzükou Valley, Kohima War Cemetery",Wildlife Safari,High,4.5/5,Monsoon,"English, Nagamese",Very Safe,Yes,Local Traditions
